iter,best_fitness,mean_fitness,std_fitness,time,XPL,XPT,DIV,GAP,RDP,ENT,Divj_mean,Divj_min,Divj_max
61,4.360000e+02,463.000000,0.000000,0.060,0.000000,100.000000,0.000000,1.605505,1.631702,0.000000,0.000000,0.000000,0.000000
62,4.360000e+02,463.000000,0.000000,0.058,0.000000,100.000000,0.000000,1.605505,1.631702,0.000000,0.000000,0.000000,0.000000
63,4.360000e+02,463.000000,0.000000,0.059,0.000000,100.000000,0.000000,1.605505,1.631702,0.000000,0.000000,0.000000,0.000000
64,4.360000e+02,463.000000,0.000000,0.059,0.000000,100.000000,0.000000,1.605505,1.631702,0.000000,0.000000,0.000000,0.000000
65,4.360000e+02,463.000000,0.000000,0.058,0.000000,100.000000,0.000000,1.605505,1.631702,0.000000,0.000000,0.000000,0.000000
66,4.360000e+02,463.000000,0.000000,0.059,0.000000,100.000000,0.000000,1.605505,1.631702,0.000000,0.000000,0.000000,0.000000
67,4.360000e+02,463.000000,0.000000,0.059,0.000000,100.000000,0.000000,1.605505,1.631702,0.000000,0.000000,0.000000,0.000000
68,4.360000e+02,463.000000,0.000000,0.059,0.000000,100.000000,0.000000,1.605505,1.631702,0.000000,0.000000,0.000000,0.000000
69,4.360000e+02,463.000000,0.000000,0.059,0.000000,100.000000,0.000000,1.605505,1.631702,0.000000,0.000000,0.000000,0.000000
70,4.360000e+02,463.000000,0.000000,0.058,0.000000,100.000000,0.000000,1.605505,1.631702,0.000000,0.000000,0.000000,0.000000
71,4.360000e+02,463.000000,0.000000,0.058,0.000000,100.000000,0.000000,1.605505,1.631702,0.000000,0.000000,0.000000,0.000000
72,4.360000e+02,463.000000,0.000000,0.059,0.000000,100.000000,0.000000,1.605505,1.631702,0.000000,0.000000,0.000000,0.000000
73,4.360000e+02,463.000000,0.000000,0.077,0.000000,100.000000,0.000000,1.605505,1.631702,0.000000,0.000000,0.000000,0.000000
74,4.360000e+02,463.000000,0.000000,0.062,0.000000,100.000000,0.000000,1.605505,1.631702,0.000000,0.000000,0.000000,0.000000
75,4.360000e+02,463.000000,0.000000,0.059,0.000000,100.000000,0.000000,1.605505,1.631702,0.000000,0.000000,0.000000,0.000000
76,4.360000e+02,463.000000,0.000000,0.059,0.000000,100.000000,0.000000,1.605505,1.631702,0.000000,0.000000,0.000000,0.000000
77,4.360000e+02,463.000000,0.000000,0.057,0.000000,100.000000,0.000000,1.605505,1.631702,0.000000,0.000000,0.000000,0.000000
78,4.360000e+02,463.000000,0.000000,0.058,0.000000,100.000000,0.000000,1.605505,1.631702,0.000000,0.000000,0.000000,0.000000
79,4.360000e+02,463.000000,0.000000,0.061,0.000000,100.000000,0.000000,1.605505,1.631702,0.000000,0.000000,0.000000,0.000000
80,4.360000e+02,463.000000,0.000000,0.060,0.000000,100.000000,0.000000,1.605505,1.631702,0.000000,0.000000,0.000000,0.000000
81,4.360000e+02,463.000000,0.000000,0.059,0.000000,100.000000,0.000000,1.605505,1.631702,0.000000,0.000000,0.000000,0.000000
82,4.360000e+02,463.000000,0.000000,0.060,0.000000,100.000000,0.000000,1.605505,1.631702,0.000000,0.000000,0.000000,0.000000
83,4.360000e+02,463.000000,0.000000,0.061,0.000000,100.000000,0.000000,1.605505,1.631702,0.000000,0.000000,0.000000,0.000000
84,4.360000e+02,463.000000,0.000000,0.059,0.000000,100.000000,0.000000,1.605505,1.631702,0.000000,0.000000,0.000000,0.000000
85,4.360000e+02,463.000000,0.000000,0.059,0.000000,100.000000,0.000000,1.605505,1.631702,0.000000,0.000000,0.000000,0.000000
86,4.360000e+02,463.000000,0.000000,0.060,0.000000,100.000000,0.000000,1.605505,1.631702,0.000000,0.000000,0.000000,0.000000
87,4.360000e+02,463.000000,0.000000,0.059,0.000000,100.000000,0.000000,1.605505,1.631702,0.000000,0.000000,0.000000,0.000000
88,4.360000e+02,463.000000,0.000000,0.058,0.000000,100.000000,0.000000,1.605505,1.631702,0.000000,0.000000,0.000000,0.000000
89,4.360000e+02,463.000000,0.000000,0.060,0.000000,100.000000,0.000000,1.605505,1.631702,0.000000,0.000000,0.000000,0.000000
90,4.360000e+02,463.000000,0.000000,0.086,0.000000,100.000000,0.000000,1.605505,1.631702,0.000000,0.000000,0.000000,0.000000
91,4.360000e+02,463.000000,0.000000,0.075,0.000000,100.000000,0.000000,1.605505,1.631702,0.000000,0.000000,0.000000,0.000000
92,4.360000e+02,463.000000,0.000000,0.064,0.000000,100.000000,0.000000,1.605505,1.631702,0.000000,0.000000,0.000000,0.000000
93,4.360000e+02,463.000000,0.000000,0.060,0.000000,100.000000,0.000000,1.605505,1.631702,0.000000,0.000000,0.000000,0.000000
94,4.360000e+02,463.000000,0.000000,0.061,0.000000,100.000000,0.000000,1.605505,1.631702,0.000000,0.000000,0.000000,0.000000
95,4.360000e+02,463.000000,0.000000,0.063,0.000000,100.000000,0.000000,1.605505,1.631702,0.000000,0.000000,0.000000,0.000000
96,4.360000e+02,463.000000,0.000000,0.061,0.000000,100.000000,0.000000,1.605505,1.631702,0.000000,0.000000,0.000000,0.000000
97,4.360000e+02,463.000000,0.000000,0.060,0.000000,100.000000,0.000000,1.605505,1.631702,0.000000,0.000000,0.000000,0.000000
98,4.360000e+02,463.000000,0.000000,0.058,0.000000,100.000000,0.000000,1.605505,1.631702,0.000000,0.000000,0.000000,0.000000
99,4.360000e+02,463.000000,0.000000,0.059,0.000000,100.000000,0.000000,1.605505,1.631702,0.000000,0.000000,0.000000,0.000000
